true-predicted	TRUE	predicted	message	source	correct	true 2nd	predicted 2nd
SE-SE	SE	SE	Does anyone have any questions from this week? Or need help with anything? Please let us know here. Thank you.	logistics	TRUE	SE	none
SE-SE	SE	SE	EID MUBARAK TO YOU ALL	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	The same thing to you.	logistics	TRUE	none	none
SE-C&I	SE	C&I	Eid Mubarak	logistics	FALSE	none	none
C&I-C&I	C&I	C&I	Greetings members and to all those who are in the holidays, those who are from Namugongo and our Muslim friends. I request those of Kirijja Butooke to give me the chance and we go in the field together starting from Thursday, Friday, Saturday and Sunday to view all the patients that each one has. So let everyone tell me in time such that anyone can choose a day from the above and I  arrange with you. Thank you so much	logistics	TRUE	C&I	none
SE-SE	SE	SE	Thanks Andrew	logistics	TRUE	none	none
SE-SE	SE	SE	My fellow VHTs I congratulate upon finishing the fasting and this goes to Patricia, Luke and Nora for making it to this day of Eid. Let me hope you will call us such that we can share it together. May Allah bless you	logistics	TRUE	SE	none
SE-SE	SE	SE	Thanks Karl. Come we eat together	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	Thanks for reminding people Edward. I will inspect the reports next week once I am back.	logistics	TRUE	SE	SE
SE-SE	SE	SE	Greetings my fellow VHTs thank you for the work, the Moslems thank you for fasting, I welcome our supervisor Dorothy from the home visit we had today, the weather was so bad but you managed to be there, thank you so much. May God protect you.	logistics	TRUE	SE	none
SE-SE	SE	SE	Great - well done Dorothy and Francesca	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	You're welcome Dr	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings my fellow VHTs, Edward I heard you informing the VHTs who need to go on a home visit with you from Thursday to Saturday to let you know in advance,  I sent you a message but I didn't get a reply since this phone was not working on the internet, I went to Mukono where they had to repair. I had informed you that on Friday at 12:00pm we meet because I will be reviewing my patients. I don't know may be your phone also had a problem and that's why I didn't get your feedback.	logistics	TRUE	C&I	none
QA-C&I	QA	C&I	Greetings my fellow VHTs, , I congratulate all those who have just concluded the fasting, I want our esteemed supervisors to give us a good program, because I have my patients and I need to visit them with the supervisors, like Namugga Lydia and Kasaga Lawrence, this boy needs to be reviewed. He has itching in the ear, when I looked into the ear I saw the eardrum is red, so I want to work on him with our supervisors, Bryan, Catherine if you are available, I request you to give me a program such that we can work on it. Today I managed to send a message, I have a network problem	logistics	FALSE	C&I	none
C&I-C&I	C&I	C&I	Well-done Qiana, for sure I saw the audio message you sent me about meeting on Friday, but I suggest we adjust the time and we meet at 1:00pm so that we can meet those patients, but I also request you to inform them such that they can be there on time. Thanks for reminding me	logistics	TRUE	C&I	none
SE-SE	SE	SE	Well done Qiana and Edward	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	Bryan and Catherine if you can find time to assist Isabella on Thursday or Friday this week that would be great. I know you both have busy schedules so if it can't be then then next week also works. Thanks to you all.	logistics	TRUE	SE	SE
C&I-C&I	C&I	C&I	We are going to get time for her this week either today or tomorrow. Am trying to get in touch with her.	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	Greetings VHTs thanks for the work, Isabella I don't know whether you got this audio message. We want to give you a programme so we can meet tomorrow. Dr is calling your phone but can't get through. Please can you get a phone on which we can call you. I think it might be an issue with the network. Why it is always loosing network - we need to solve that problem as when you are offline you miss many things. I want to make an arrangement with you so we can go to the field tomorrow, but there is no way I can reach you. If you get this audio type a message with a number I can call you on so I can do a programme tomorrow and Friday.	logistics	TRUE	C&I	none
SE-C&I	SE	C&I	Greetings Bryan, as you  know my problem of network, I was passing here this morning and Mr Karl gave me the message, but am going somewhere today so I will delay. I have also failed to get in touch with you. Am sorry I will not be there today may be next week. The network is still poor	logistics	FALSE	C&I	SE
C&I-C&I	C&I	C&I	Greetings members, thank for the work you are doing, I wanted to inform you that today I managed to work with Qiana in her area, I request anyone else who has a arranged a day to tell me such that we prepare in time and see how we can follow up those people to save time, thank you so much	logistics	TRUE	C&I	none
SE-SE	SE	SE	Hello Edward, greetings welcome back from the home visit we had, have a good night, the patients appreciate the work, thank you for your time. Their condition is good as you saw, it is not worrying. Thank you our good supervisor	logistics	TRUE	QA	none
SE-SE	SE	SE	Good morning my fellow VHTs, thank you the work, thank you for serving the nation, I welcome our supervisor Edward and Qiana from the Home visit, God bless you, thanks for helping on Andrew's work, I also thank our supervisor Dorothy for the work. Today I remind our supervisor Dorothy that as I informed you that on 8th am going to visit my patient, please don't forget and keep time. God bless you	logistics	TRUE	C&I	none
C&I-SE	C&I	SE	Am back again, I forgot to tell Dorothy about the time we are going for a home visit, it will be at 4pm. I hope you will be done with all your work, God bless you as you come. Greetings to you all.	logistics	FALSE	C&I	C&I
SE-SE	SE	SE	Well done !!	logistics	TRUE	none	none
SE-SE	SE	SE	How has your day been fellow health workers? Thanks for today's work. I welcome back my supervisor Dorothy from the home visit. It went well and we did the work successfully. Thanks for your commitment and love for people and your job. Keep it up! So my fellow health workers, if anyone is ready to be accompanied our supervisors are available. They are simple and approachable so you just have to call them and let them know of the time. They also love their job. Thanks so much but supervisor Dorothy, welcome back and hope you reached home safely. May God be with you. Good night.	logistics	TRUE	SE	none
SE-SE	SE	SE	Thanks for all the work you're doing. May God bless it.	logistics	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings friends, thanks for the work you are doing, I would like to inform the following people, Isabella and Harriet  that let's keep time tomorrow about the plan we had of meeting at 4pm such  that we can go and see our patients. We can meet at Harriet's place to work on the people whom we shall be able to see. Thank you so much	logistics	TRUE	SE	SE
C&I-C&I	C&I	C&I	He is answering a case but in a wrong group	logistics	TRUE	none	SE
C&I-C&I	C&I	C&I	Greetings my fellow VHTs,  but this morning is full of problems, I don't know what has happened to me the whole of this year because I lost my granddaughter who was in South Africa, she was working there, I was waiting for her body to return before I tell you, but since it has been difficult as you know flight issues, but I know starting today Wednesday and tomorrow I will let you know. Her father is in Kawoolo Lugazi, and burial is expected to be in Najembe. Sorry for always informing you about this but is God's plan. Thank you Andrew, for letting us know that he has also been busy, we wish him a safe journey such that we can see him on Monday	logistics	TRUE	SE	none
SE-SE	SE	SE	It is a pity health worker	logistics	TRUE	none	none
QA-QA	QA	QA	Matthew - this is the VHT group chat - not the case chat. Please put your answer in the case group.	logistics	TRUE	SE	none
QA-QA	QA	QA	Ladies and Gentleman, thank you for the work you are doing, I thank the members   whom I did the follow up with today, VHT Isabella and Harriet thank for the work you did and for your time, we pray God to keep guiding us and also the condition if our patients to continue being normal thank you so much. Another thing, our patient called X had a hole and when we reviewed again he had some pus, we did a washout but when it needs antibiotics which we didn't have, I request our concerned Coordinators to bring the antibiotics because when he used it at the first time it helped him now it has started again, he was told to use xbeta was so helpful to him, it will be so nice if he gets chance to get the medicine again. Thank you so much.	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	Well-done my fellow VHTs, when you don't hear about me please it is because the phone has no power and also the time I take it to the charger, sometimes the power is off, also as you see the weather, it is difficult to charge on solar since the sunshine is little. So I had left the phone on charge on Monday yet the power was off during that time, those are my words Catherine and Bryan thanks for the work you are doing and to all the health workers wherever you are, thanks for the job you are doing for the nation. God bless you.	logistics	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings my fellow VHTs thank you for the work you are doing. I need your prayers, my condition has worsened, they have sent me for a scan and they need 300,000 shillings, am sorry if you don't see me replying the messages, just know my situation is not good, am so ill.	logistics	TRUE	SE	none
